"year","month","type","currency","V0","V1","V2","V3"
2007,"06","出口",NA,"北京",97249.3,59583.4,63.2
2007,"06","出口",NA,"天津",35103.6,31050.3,13.1
2007,"06","出口",NA,"河北",43561.7,37712.4,15.5
2007,"06","出口",NA,"山西",3506.4,3988.8,-12.1
2007,"06","出口",NA,"内蒙古",22299.3,14244.6,56.5
2007,"06","出口",NA,"辽宁",147819,107460.2,37.6
2007,"06","出口",NA,"吉林",45215.2,36549.1,23.7
2007,"06","出口",NA,"黑龙江",34408.1,31827.7,8.1
2007,"06","出口",NA,"上海",56390.5,49216,14.6
2007,"06","出口",NA,"江苏",74482.2,58316.1,27.7
2007,"06","出口",NA,"浙江",142322.9,130119.5,9.4
2007,"06","出口",NA,"安徽",18480.6,16051.5,15.1
2007,"06","出口",NA,"福建",146414.7,114690.4,27.7
2007,"06","出口",NA,"江西",7261.5,8084.7,-10.2
2007,"06","出口",NA,"山东",424590.9,359442.9,18.1
2007,"06","出口",NA,"河南",21996.3,21345,3.1
2007,"06","出口",NA,"湖北",20851.2,17819.9,17
2007,"06","出口",NA,"湖南",15607,15302.2,2
2007,"06","出口",NA,"广东",191066.8,167762.4,13.9
2007,"06","出口",NA,"广西",19873.6,15911.9,24.9
2007,"06","出口",NA,"海南",15312.4,9920,54.4
2007,"06","出口",NA,"重庆",5979,4927.6,21.3
2007,"06","出口",NA,"四川",26912.5,21137.1,27.3
2007,"06","出口",NA,"贵州",3127,3704.1,-15.6
2007,"06","出口",NA,"云南",26477.8,23381.1,13.2
2007,"06","出口",NA,"西藏",2763.2,1762.8,56.8
2007,"06","出口",NA,"陕西",36229.7,17092.1,112
2007,"06","出口",NA,"甘肃",11132.1,8513.7,30.8
2007,"06","出口",NA,"青海",341.5,361.4,-5.5
2007,"06","出口",NA,"宁夏",1749,1293.3,35.2
2007,"06","出口",NA,"新疆",25736.6,18359.4,40.2
2007,"06","进口",NA,"北京",203784,261195.1,-22
2007,"06","进口",NA,"天津",83979.3,66835.3,25.7
2007,"06","进口",NA,"河北",45333.7,42520.7,6.6
2007,"06","进口",NA,"山西",175.8,195.7,-10.2
2007,"06","进口",NA,"内蒙古",2782.8,3611.6,-22.9
2007,"06","进口",NA,"辽宁",76235.1,68097,12
2007,"06","进口",NA,"吉林",18908.6,8994.6,110.2
2007,"06","进口",NA,"黑龙江",9937.9,11308.3,-12.1
2007,"06","进口",NA,"上海",196699,165417.6,18.9
2007,"06","进口",NA,"江苏",247109.1,185333.5,33.3
2007,"06","进口",NA,"浙江",111343.2,88930.3,25.2
2007,"06","进口",NA,"安徽",16869.8,12226.2,38
2007,"06","进口",NA,"福建",73505.6,59380.9,23.8
2007,"06","进口",NA,"江西",1138.1,908.1,25.3
2007,"06","进口",NA,"山东",312848.2,316582.5,-1.2
2007,"06","进口",NA,"河南",22872.9,23769.7,-3.8
2007,"06","进口",NA,"湖北",4376.5,6358.5,-31.2
2007,"06","进口",NA,"湖南",10994.3,15865,-30.7
2007,"06","进口",NA,"广东",279715.1,208456.1,34.2
2007,"06","进口",NA,"广西",50179.7,44761.4,12.1
2007,"06","进口",NA,"海南",2120.8,1747.3,21.4
2007,"06","进口",NA,"重庆",9275.5,5307.9,74.7
2007,"06","进口",NA,"四川",5769,5647.6,2.1
2007,"06","进口",NA,"贵州",16.1,13.1,23.3
2007,"06","进口",NA,"云南",4592.4,3808.2,20.6
2007,"06","进口",NA,"西藏",43.2,103.1,-58.1
2007,"06","进口",NA,"陕西",1900.8,1549,22.7
2007,"06","进口",NA,"甘肃",273.2,109.1,150.5
2007,"06","进口",NA,"青海",0.2,0,0
2007,"06","进口",NA,"宁夏",0.3,236,-99.9
2007,"06","进口",NA,"新疆",6844.8,12296.6,-44.3
