"year","month","type","currency","V0","V1","V2","V3","page"
2012,"08","出口","万美元","北京",91310.6,82015.9,11.3,31
2012,"08","出口","万美元","天津",65454.8,69509.2,-5.8,31
2012,"08","出口","万美元","河北",92704.1,93696.8,-1.1,31
2012,"08","出口","万美元","山西",7153.7,6452.8,10.9,31
2012,"08","出口","万美元","内蒙古",26302.1,20200,30.2,31
2012,"08","出口","万美元","辽宁",300603.4,287239.6,4.7,31
2012,"08","出口","万美元","吉林",78965.7,79910.3,-1.2,31
2012,"08","出口","万美元","黑龙江",51390.6,53730.9,-4.4,31
2012,"08","出口","万美元","上海",117538.9,110131.4,6.7,31
2012,"08","出口","万美元","江苏",198230,188893.9,4.9,31
2012,"08","出口","万美元","浙江",306166.2,289221.3,5.9,31
2012,"08","出口","万美元","安徽",58522.7,52267.9,12,31
2012,"08","出口","万美元","福建",460922.2,421258,9.4,31
2012,"08","出口","万美元","江西",25170.6,17332.9,45.2,31
2012,"08","出口","万美元","山东",951669.7,1007802.3,-5.6,31
2012,"08","出口","万美元","河南",65528.4,67152.9,-2.4,31
2012,"08","出口","万美元","湖北",76129.3,85574.3,-11,31
2012,"08","出口","万美元","湖南",41640,40434.7,3,31
2012,"08","出口","万美元","广东",468403.4,418239.2,12,31
2012,"08","出口","万美元","广西",81142.4,67538.9,20.1,31
2012,"08","出口","万美元","海南",40072.9,35744,12.1,31
2012,"08","出口","万美元","重庆",16541.6,13371.6,23.7,31
2012,"08","出口","万美元","四川",50136.8,54346.8,-7.7,31
2012,"08","出口","万美元","贵州",17890.9,14854.7,20.4,31
2012,"08","出口","万美元","云南",121177,103129.3,17.5,31
2012,"08","出口","万美元","西藏",2527.3,2544.4,-0.7,31
2012,"08","出口","万美元","陕西",49184.2,46607.3,5.5,31
2012,"08","出口","万美元","甘肃",23683.1,17780.6,33.2,31
2012,"08","出口","万美元","青海",1448.1,1572.9,-7.9,31
2012,"08","出口","万美元","宁夏",5109,5002.1,2.1,31
2012,"08","出口","万美元","新疆",55039.4,58927,-6.6,31
2012,"08","进口","万美元","北京",1254371.2,680791.5,84.3,32
2012,"08","进口","万美元","天津",339828.8,286186.9,18.7,32
2012,"08","进口","万美元","河北",146822.1,173452.6,-15.4,32
2012,"08","进口","万美元","山西",967.3,698.6,38.5,32
2012,"08","进口","万美元","内蒙古",18357.8,23183,-20.8,32
2012,"08","进口","万美元","辽宁",296772.8,261587.8,13.5,32
2012,"08","进口","万美元","吉林",54312.2,43454.4,25,32
2012,"08","进口","万美元","黑龙江",95000.5,90525.1,4.9,32
2012,"08","进口","万美元","上海",656038,581969.4,12.7,32
2012,"08","进口","万美元","江苏",755931.9,682328.3,10.8,32
2012,"08","进口","万美元","浙江",359538.5,360789.5,-0.3,32
2012,"08","进口","万美元","安徽",75305,52609.4,43.1,32
2012,"08","进口","万美元","福建",300003.6,258762,15.9,32
2012,"08","进口","万美元","江西",6527.6,3736.7,74.7,32
2012,"08","进口","万美元","山东",1396440,1140548.2,22.4,32
2012,"08","进口","万美元","河南",100051.5,86426.1,15.8,32
2012,"08","进口","万美元","湖北",24869.9,15476.5,60.7,32
2012,"08","进口","万美元","湖南",24967.2,13158.9,89.7,32
2012,"08","进口","万美元","广东",893459.9,760148.2,17.5,32
2012,"08","进口","万美元","广西",278992.1,159004.2,75.5,32
2012,"08","进口","万美元","海南",10471,11143.1,-6,32
2012,"08","进口","万美元","重庆",51137.2,19676.6,159.9,32
2012,"08","进口","万美元","四川",19685.8,22814.1,-13.7,32
2012,"08","进口","万美元","贵州",222.9,36.9,504.6,32
2012,"08","进口","万美元","云南",106948,79184.3,35.1,32
2012,"08","进口","万美元","西藏",12.7,22.4,-43.1,32
2012,"08","进口","万美元","陕西",5407.1,7493.4,-27.8,32
2012,"08","进口","万美元","甘肃",1946.4,740.5,162.8,32
2012,"08","进口","万美元","青海",39.8,53.8,-26,32
2012,"08","进口","万美元","宁夏",73,9.5,665.2,32
2012,"08","进口","万美元","新疆",39247.4,28853.6,36,32
